"Alcohol Level (ABV)","Winery","Name","Vintage","Country","Region","Colour of Wine","Blend","Grape Types","Ratings","Number of Ratings","Price","Body (Light-Bold)","Tannins (Smooth-Tannic)","Sweetness (Dry-Sweet)","Acidity (Soft-Acidic)","Description","Flavor Notes","Food Pairings","Wine Tastes"
"14.0","Bodegas Muga","Flor de Muga Rosado","2022","Spain","Rioja","Rosé wine","Garnacha","Garnacha","4.0","87","42.5","20.0","","20.0","20.0","No Description Available","strawberry, raspberry, ... | 131mentions ofred fruitnotes; peach, pear, apricot | 74mentions oftree fruitnotes; citrus, orange, lemon | 53mentions ofcitrusnotes; minerals, stone, smoke | 45mentions ofearthynotes; oak, vanilla, butter | 31mentions ofoakynotes; cream, cheese, banana | 23mentions ofyeastynotes; white pepper, cinnamon,... | 12mentions ofspicesnotes; rose petal, perfume, ac... | 9mentions offloralnotes; pineapple, tropical | 7mentions oftropicalnotes; biscuit, peanut, roaste... | 5mentions ofageingnotes; plum, sour plum, black ... | 5mentions ofblack fruitnotes; tomato, rhubarb, grass | 4mentions ofvegetalnotes; dried apricot | 1mentions ofdried fruitnotes","Beef, Veal, Poultry, Game","strawberry, raspberry, ... | 131mentions ofred fruitnotes; peach, pear, apricot | 74mentions oftree fruitnotes; citrus, orange, lemon | 53mentions ofcitrusnotes; minerals, stone, smoke | 45mentions ofearthynotes; oak, vanilla, butter | 31mentions ofoakynotes; cream, cheese, banana | 23mentions ofyeastynotes; white pepper, cinnamon,... | 12mentions ofspicesnotes; rose petal, perfume, ac... | 9mentions offloralnotes; pineapple, tropical | 7mentions oftropicalnotes; biscuit, peanut, roaste... | 5mentions ofageingnotes; plum, sour plum, black ... | 5mentions ofblack fruitnotes; tomato, rhubarb, grass | 4mentions ofvegetalnotes; dried apricot | 1mentions ofdried fruitnotes"
"11.0","Gramona","Mart Xarel-lo Vermell","2023","Spain","Penedès","Rosé wine","Xarel-lo","Xarel-lo","4.0","86","27.76","20.0","","20.0","20.0","No Description Available","strawberry, raspberry, ... | 61mentions ofred fruitnotes; peach, white peach, app... | 49mentions oftree fruitnotes; minerals, honey, stone | 24mentions ofearthynotes; grapefruit, citrus, ora... | 16mentions ofcitrusnotes; jasmine, honeysuckle, a... | 11mentions offloralnotes; pepper, white pepper, m... | 4mentions ofspicesnotes; rhubarb, gooseberry | 4mentions ofvegetalnotes; vanilla, caramel | 3mentions ofoakynotes; mango | 1mentions oftropicalnotes; cheese | 1mentions ofyeastynotes","Beef, Veal, Poultry, Game","strawberry, raspberry, ... | 61mentions ofred fruitnotes; peach, white peach, app... | 49mentions oftree fruitnotes; minerals, honey, stone | 24mentions ofearthynotes; grapefruit, citrus, ora... | 16mentions ofcitrusnotes; jasmine, honeysuckle, a... | 11mentions offloralnotes; pepper, white pepper, m... | 4mentions ofspicesnotes; rhubarb, gooseberry | 4mentions ofvegetalnotes; vanilla, caramel | 3mentions ofoakynotes; mango | 1mentions oftropicalnotes; cheese | 1mentions ofyeastynotes"
"14.0","Txampian","Rosé","2021","Spain","Getariako Txakolina","Rosé wine","Hondarrabi Zuri","Hondarrabi Zuri","4.0","0","28.34","20.0","","20.0","20.0","No Description Available","citrus, grapefruit | 6mentions ofcitrusnotes; green apple | 4mentions oftree fruitnotes; saline, minerals, salt | 4mentions ofearthynotes; dried herbs, green herb... | 2mentions ofspicesnotes; grass, bell pepper | 2mentions ofvegetalnotes; rose water | 1mentions offloralnotes","Beef, Veal, Poultry, Game","citrus, grapefruit | 6mentions ofcitrusnotes; green apple | 4mentions oftree fruitnotes; saline, minerals, salt | 4mentions ofearthynotes; dried herbs, green herb... | 2mentions ofspicesnotes; grass, bell pepper | 2mentions ofvegetalnotes; rose water | 1mentions offloralnotes"
"14.0","Enate","Cabernet Sauvignon Rosado","2023","Spain","Somontano","Rosé wine","Cabernet Sauvignon","Cabernet Sauvignon","4.0","127","20.99","20.0","","20.0","20.0","No Description Available","strawberry, raspberry, ... | 142mentions ofred fruitnotes; blueberry, cassis, blac... | 31mentions ofblack fruitnotes; citrus, grapefruit, lem... | 20mentions ofcitrusnotes; minerals, earthy, honey | 16mentions ofearthynotes; pepper, cinnamon, savor... | 10mentions ofspicesnotes; cheese, cream, oil | 10mentions ofyeastynotes; peach, apple | 6mentions oftree fruitnotes; oak, caramel, coffee | 5mentions ofoakynotes; hay, rhubarb, tomato | 4mentions ofvegetalnotes; marzipan, toast, nutty | 3mentions ofageingnotes; hibiscus | 1mentions offloralnotes","Beef, Veal, Poultry, Game","strawberry, raspberry, ... | 142mentions ofred fruitnotes; blueberry, cassis, blac... | 31mentions ofblack fruitnotes; citrus, grapefruit, lem... | 20mentions ofcitrusnotes; minerals, earthy, honey | 16mentions ofearthynotes; pepper, cinnamon, savor... | 10mentions ofspicesnotes; cheese, cream, oil | 10mentions ofyeastynotes; peach, apple | 6mentions oftree fruitnotes; oak, caramel, coffee | 5mentions ofoakynotes; hay, rhubarb, tomato | 4mentions ofvegetalnotes; marzipan, toast, nutty | 3mentions ofageingnotes; hibiscus | 1mentions offloralnotes"
"13.0","Zestos","Rosado (Old Vines Garnacha)","2020","Spain","Madrid","Rosé wine","Garnacha","Garnacha","3.8","0","14.69","20.0","","20.0","20.0","No Description Available","strawberry, raspberry, ... | 34mentions ofred fruitnotes; pink grapefruit, grapef... | 8mentions ofcitrusnotes; minerals, honey, earthy | 6mentions ofearthynotes; cream, banana | 5mentions ofyeastynotes; melon, apple, white pea... | 4mentions oftree fruitnotes; bubblegum, lychee, trop... | 3mentions oftropicalnotes","Beef, Veal, Poultry, Game","strawberry, raspberry, ... | 34mentions ofred fruitnotes; pink grapefruit, grapef... | 8mentions ofcitrusnotes; minerals, honey, earthy | 6mentions ofearthynotes; cream, banana | 5mentions ofyeastynotes; melon, apple, white pea... | 4mentions oftree fruitnotes; bubblegum, lychee, trop... | 3mentions oftropicalnotes"
"14.0","Ilurce","Rio Madre Rosé","2021","Spain","Rioja","Rosé wine","Graciano","Unknown Grape Types","3.8","0","18.89","20.0","","20.0","20.0","No Description Available","strawberry, pomegranate... | 18mentions ofred fruitnotes; citrus, blood orange, g... | 9mentions ofcitrusnotes; minerals, stone | 2mentions ofearthynotes; jam | 1mentions ofblack fruitnotes; quince | 1mentions oftree fruitnotes","Beef, Veal, Poultry, Game","strawberry, pomegranate... | 18mentions ofred fruitnotes; citrus, blood orange, g... | 9mentions ofcitrusnotes; minerals, stone | 2mentions ofearthynotes; jam | 1mentions ofblack fruitnotes; quince | 1mentions oftree fruitnotes"
"13.5","Ilurce","Rio Madre Rosé","2017","Spain","Rioja","Rosé wine","Graciano","Unknown Grape Types","3.8","0","20.0","20.0","","20.0","20.0","No Description Available","strawberry, pomegranate... | 18mentions ofred fruitnotes; citrus, blood orange, g... | 9mentions ofcitrusnotes; minerals, stone | 2mentions ofearthynotes; jam | 1mentions ofblack fruitnotes; quince | 1mentions oftree fruitnotes","Beef, Veal, Poultry, Game","strawberry, pomegranate... | 18mentions ofred fruitnotes; citrus, blood orange, g... | 9mentions ofcitrusnotes; minerals, stone | 2mentions ofearthynotes; jam | 1mentions ofblack fruitnotes; quince | 1mentions oftree fruitnotes"
"14.0","Breca","Rosé","2017","Spain","Aragón","Rosé wine","Grenache","Unknown Grape Types","3.8","62","20.0","20.0","","20.0","20.0","No Description Available","strawberry, raspberry, ... | 119mentions ofred fruitnotes; melon, peach, apple | 61mentions oftree fruitnotes; citrus, orange, lime | 47mentions ofcitrusnotes; honey, minerals, earthy | 30mentions ofearthynotes; honeysuckle, gardenia, ... | 10mentions offloralnotes; white pepper, pepper, d... | 8mentions ofspicesnotes; vanilla, butter, dill | 8mentions ofoakynotes; hay, grass, tomato leaf | 5mentions ofvegetalnotes; pineapple, lychee, kiwi | 4mentions oftropicalnotes; cream, yeast, oil | 3mentions ofyeastynotes; bramble, boysenberry, p... | 3mentions ofblack fruitnotes; brioche | 1mentions ofageingnotes","Beef, Veal, Poultry, Game","strawberry, raspberry, ... | 119mentions ofred fruitnotes; melon, peach, apple | 61mentions oftree fruitnotes; citrus, orange, lime | 47mentions ofcitrusnotes; honey, minerals, earthy | 30mentions ofearthynotes; honeysuckle, gardenia, ... | 10mentions offloralnotes; white pepper, pepper, d... | 8mentions ofspicesnotes; vanilla, butter, dill | 8mentions ofoakynotes; hay, grass, tomato leaf | 5mentions ofvegetalnotes; pineapple, lychee, kiwi | 4mentions oftropicalnotes; cream, yeast, oil | 3mentions ofyeastynotes; bramble, boysenberry, p... | 3mentions ofblack fruitnotes; brioche | 1mentions ofageingnotes"
"14.0","Luzon","Colección Rosado","2022","Spain","Jumilla","Rosé wine","Monastrell","Monastrell","3.8","0","0.0","20.0","","20.0","20.0","No Description Available","strawberry, cherry, red... | 29mentions ofred fruitnotes; peach, pear, stone frui... | 16mentions oftree fruitnotes; citrus, grapefruit, tan... | 13mentions ofcitrusnotes; minerals, stone, earthy | 5mentions ofearthynotes; cheese, cream | 2mentions ofyeastynotes; tropical, mango | 2mentions oftropicalnotes","Beef, Veal, Poultry, Game","strawberry, cherry, red... | 29mentions ofred fruitnotes; peach, pear, stone frui... | 16mentions oftree fruitnotes; citrus, grapefruit, tan... | 13mentions ofcitrusnotes; minerals, stone, earthy | 5mentions ofearthynotes; cheese, cream | 2mentions ofyeastynotes; tropical, mango | 2mentions oftropicalnotes"
"14.0","Raúl Pérez","Los Arrotos del Pendón Rosado","2020","Spain","Tierra de León","Rosé wine","Prieto Picudo","Prieto Picudo","3.8","99","20.99","20.0","","20.0","20.0","No Description Available","strawberry, raspberry, ... | 43mentions ofred fruitnotes; blood orange, lemon | 4mentions ofcitrusnotes; jam, blueberry | 3mentions ofblack fruitnotes; apple, melon | 3mentions oftree fruitnotes; chalk, honey | 2mentions ofearthynotes; oak, butter | 2mentions ofoakynotes; fig | 1mentions ofdried fruitnotes; spice cake | 1mentions ofageingnotes; licorice | 1mentions ofspicesnotes","Beef, Veal, Poultry, Game","strawberry, raspberry, ... | 43mentions ofred fruitnotes; blood orange, lemon | 4mentions ofcitrusnotes; jam, blueberry | 3mentions ofblack fruitnotes; apple, melon | 3mentions oftree fruitnotes; chalk, honey | 2mentions ofearthynotes; oak, butter | 2mentions ofoakynotes; fig | 1mentions ofdried fruitnotes; spice cake | 1mentions ofageingnotes; licorice | 1mentions ofspicesnotes"
"14.0","Castello di Bossi","Toscana Rosato","2016","Italy","Toscana","Rosé wine","Blend","Sangiovese, Cabernet Sauvignon","4.1","45","20.0","20.0","","20.0","20.0","No Description Available","cranberry, cherry, stra... | 18mentions ofred fruitnotes; apple, peach, pear | 5mentions oftree fruitnotes; citrus, grapefruit, ora... | 5mentions ofcitrusnotes; oregano, sage | 2mentions ofspicesnotes; petroleum | 1mentions ofearthynotes; cream | 1mentions ofyeastynotes","Beef, Veal, Poultry, Game","cranberry, cherry, stra... | 18mentions ofred fruitnotes; apple, peach, pear | 5mentions oftree fruitnotes; citrus, grapefruit, ora... | 5mentions ofcitrusnotes; oregano, sage | 2mentions ofspicesnotes; petroleum | 1mentions ofearthynotes; cream | 1mentions ofyeastynotes"
"5.0","Stella Rosa","Berry Semi-Sweet","Unknown Vintage","Italy","Piemonte","Rosé wine","Blend","Brachetto, Moscato Bianco","4.1","1608","14.69","20.0","","20.0","20.0","No Description Available","strawberry, raspberry, ... | 93 mentions ofred fruitnotes; blackberry, blueberry | 13 mentions ofblack fruitnotes; peach, apple, apricot | 10 mentions oftree fruitnotes; cheese, cream | 10 mentions ofyeastynotes; cola, vanilla, chocolat... | 8 mentions ofoakynotes; earthy, game | 2 mentions ofearthynotes; nutty | 1 mentions ofageingnotes; savory | 1 mentions ofspicesnotes; hibiscus | 1 mentions offloralnotes; citrus | 1 mentions ofcitrusnotes","Beef, Veal, Poultry, Game","strawberry, raspberry, ... | 93 mentions ofred fruitnotes; blackberry, blueberry | 13 mentions ofblack fruitnotes; peach, apple, apricot | 10 mentions oftree fruitnotes; cheese, cream | 10 mentions ofyeastynotes; cola, vanilla, chocolat... | 8 mentions ofoakynotes; earthy, game | 2 mentions ofearthynotes; nutty | 1 mentions ofageingnotes; savory | 1 mentions ofspicesnotes; hibiscus | 1 mentions offloralnotes; citrus | 1 mentions ofcitrusnotes"
"8.0","Confetti!","Sweet Pink","Unknown Vintage","Italy","Trentino","Rosé wine","Moscato","Unknown Grape Types","4.1","291","12.55","20.0","","20.0","20.0","No Description Available","strawberry, cotton cand... | 23 mentions ofred fruitnotes; peach, pear, apple | 14 mentions oftree fruitnotes; citrus, grapefruit, lem... | 9 mentions ofcitrusnotes; bubblegum | 1 mentions oftropicalnotes; minerals | 1 mentions ofearthynotes","Beef, Veal, Poultry, Game","strawberry, cotton cand... | 23 mentions ofred fruitnotes; peach, pear, apple | 14 mentions oftree fruitnotes; citrus, grapefruit, lem... | 9 mentions ofcitrusnotes; bubblegum | 1 mentions oftropicalnotes; minerals | 1 mentions ofearthynotes"
"12.5","Pasqua Vigneti e Cantine","11 Minutes Rosato","2022","Italy","Veneto","Rosé wine","Blend","Shiraz/Syrah, Carménère, Trebbiano, Cornalin","4.1","1029","18.99","20.0","","20.0","20.0","No Description Available","strawberry, raspberry, ... | 642mentions ofred fruitnotes; peach, melon, green app... | 515mentions oftree fruitnotes; citrus, grapefruit, lem... | 436mentions ofcitrusnotes; minerals, honey, stone | 148mentions ofearthynotes; tropical, pineapple, pa... | 68mentions oftropicalnotes; cream, cheese, oil | 58mentions ofyeastynotes; honeysuckle, rose petal... | 43mentions offloralnotes; rhubarb, grass, celery | 42mentions ofvegetalnotes; vanilla, butter, carame... | 39mentions ofoakynotes; pepper, thyme, white pe... | 19mentions ofspicesnotes; blackcurrant, plum, blu... | 13mentions ofblack fruitnotes; almond, burnt sugar, wa... | 6mentions ofageingnotes; raisin, fig | 3mentions ofdried fruitnotes","Beef, Veal, Poultry, Game","strawberry, raspberry, ... | 642mentions ofred fruitnotes; peach, melon, green app... | 515mentions oftree fruitnotes; citrus, grapefruit, lem... | 436mentions ofcitrusnotes; minerals, honey, stone | 148mentions ofearthynotes; tropical, pineapple, pa... | 68mentions oftropicalnotes; cream, cheese, oil | 58mentions ofyeastynotes; honeysuckle, rose petal... | 43mentions offloralnotes; rhubarb, grass, celery | 42mentions ofvegetalnotes; vanilla, butter, carame... | 39mentions ofoakynotes; pepper, thyme, white pe... | 19mentions ofspicesnotes; blackcurrant, plum, blu... | 13mentions ofblack fruitnotes; almond, burnt sugar, wa... | 6mentions ofageingnotes; raisin, fig | 3mentions ofdried fruitnotes"
"14.0","Le Pianelle","Al Posto dei Fiori Rosato","2020","Italy","Coste della Sesia","Rosé wine","Blend","Nebbiolo, Croatina, Vespolina","4.0","0","13.6","20.0","","20.0","20.0","No Description Available","strawberry, raspberry, ... | 27mentions ofred fruitnotes; citrus, lemon, blood or... | 8mentions ofcitrusnotes; minerals, honey | 5mentions ofearthynotes; red licorice, fennel, m... | 5mentions ofspicesnotes; vanilla, coconut | 3mentions ofoakynotes; melon | 2mentions oftree fruitnotes; dried rose, rose petal | 2mentions offloralnotes; almond | 1mentions ofageingnotes; yogurt | 1mentions ofyeastynotes","Beef, Veal, Poultry, Game","strawberry, raspberry, ... | 27mentions ofred fruitnotes; citrus, lemon, blood or... | 8mentions ofcitrusnotes; minerals, honey | 5mentions ofearthynotes; red licorice, fennel, m... | 5mentions ofspicesnotes; vanilla, coconut | 3mentions ofoakynotes; melon | 2mentions oftree fruitnotes; dried rose, rose petal | 2mentions offloralnotes; almond | 1mentions ofageingnotes; yogurt | 1mentions ofyeastynotes"
"14.0","Santa Silvana in Villa","Pinot Grigio Delle Venezie Rosé","2022","Italy","delle Venezie","Rosé wine","Pinot Grigio","Pinot Grigio","4.0","0","10.99","20.0","","20.0","20.0","No Description Available","citrus, tangerine, oran... | 10mentions ofcitrusnotes; peach, apricot, apple | 9mentions oftree fruitnotes; strawberry, raspberry | 4mentions ofred fruitnotes; stone, crushed gravel | 3mentions ofearthynotes; bubblegum | 1mentions oftropicalnotes; bitter almond | 1mentions ofvegetalnotes; cream | 1mentions ofyeastynotes","Beef, Veal, Poultry, Game","citrus, tangerine, oran... | 10mentions ofcitrusnotes; peach, apricot, apple | 9mentions oftree fruitnotes; strawberry, raspberry | 4mentions ofred fruitnotes; stone, crushed gravel | 3mentions ofearthynotes; bubblegum | 1mentions oftropicalnotes; bitter almond | 1mentions ofvegetalnotes; cream | 1mentions ofyeastynotes"
"13.0","Côte des Roses","Rosé","2020","France","Languedoc","Rosé wine","Blend","Shiraz/Syrah, Cinsault, Grenache","4.0","5904","19.99","20.0","","20.0","20.0","No Description Available","strawberry, watermelon,... | 2585mentions ofred fruitnotes; peach, melon, pear | 1423mentions oftree fruitnotes; citrus, grapefruit, lem... | 1376mentions ofcitrusnotes; minerals, stone, honey | 534mentions ofearthynotes; cream, cheese, oil | 199mentions ofyeastynotes; rose petal, honeysuckle... | 195mentions offloralnotes; vanilla, butter, oak | 153mentions ofoakynotes; white pepper, pepper, m... | 101mentions ofspicesnotes; grass, rhubarb, celery | 94mentions ofvegetalnotes; tropical, pineapple, ma... | 78mentions oftropicalnotes; cassis, plum, blackcurr... | 57mentions ofblack fruitnotes; almond, toast, brioche | 34mentions ofageingnotes; raisin, dried apricot, ... | 8mentions ofdried fruitnotes","Beef, Veal, Poultry, Game","strawberry, watermelon,... | 2585mentions ofred fruitnotes; peach, melon, pear | 1423mentions oftree fruitnotes; citrus, grapefruit, lem... | 1376mentions ofcitrusnotes; minerals, stone, honey | 534mentions ofearthynotes; cream, cheese, oil | 199mentions ofyeastynotes; rose petal, honeysuckle... | 195mentions offloralnotes; vanilla, butter, oak | 153mentions ofoakynotes; white pepper, pepper, m... | 101mentions ofspicesnotes; grass, rhubarb, celery | 94mentions ofvegetalnotes; tropical, pineapple, ma... | 78mentions oftropicalnotes; cassis, plum, blackcurr... | 57mentions ofblack fruitnotes; almond, toast, brioche | 34mentions ofageingnotes; raisin, dried apricot, ... | 8mentions ofdried fruitnotes"
"12.5","Château de Berne","Romance Rosé","2023","France","Méditerranée","Rosé wine","Blend","Shiraz/Syrah, Grenache, Merlot, Cinsault","4.0","355","17.99","20.0","","20.0","20.0","No Description Available","strawberry, watermelon,... | 304mentions ofred fruitnotes; peach, melon, apple | 163mentions oftree fruitnotes; citrus, grapefruit, lem... | 146mentions ofcitrusnotes; minerals, stone, honey | 63mentions ofearthynotes; vanilla, butter, oak | 17mentions ofoakynotes; cream, cheese, yeast | 15mentions ofyeastynotes; lavender, rose petal, h... | 15mentions offloralnotes; toast, brown sugar, bri... | 8mentions ofageingnotes; lychee, mango, starfrui... | 8mentions oftropicalnotes; gooseberry, grass, rhub... | 7mentions ofvegetalnotes; thyme, licorice, pepper | 5mentions ofspicesnotes; plum, jam | 5mentions ofblack fruitnotes; dragon fruit, dried fru... | 2mentions ofdried fruitnotes","Beef, Veal, Poultry, Game","strawberry, watermelon,... | 304mentions ofred fruitnotes; peach, melon, apple | 163mentions oftree fruitnotes; citrus, grapefruit, lem... | 146mentions ofcitrusnotes; minerals, stone, honey | 63mentions ofearthynotes; vanilla, butter, oak | 17mentions ofoakynotes; cream, cheese, yeast | 15mentions ofyeastynotes; lavender, rose petal, h... | 15mentions offloralnotes; toast, brown sugar, bri... | 8mentions ofageingnotes; lychee, mango, starfrui... | 8mentions oftropicalnotes; gooseberry, grass, rhub... | 7mentions ofvegetalnotes; thyme, licorice, pepper | 5mentions ofspicesnotes; plum, jam | 5mentions ofblack fruitnotes; dragon fruit, dried fru... | 2mentions ofdried fruitnotes"
"12.0","Maison Marcel","Hearts Rosé","2021","France","Provence","Rosé wine","Grenache","Grenache","4.0","31","16.99","20.0","","20.0","20.0","No Description Available","peach, white peach, sto... | 40mentions oftree fruitnotes; grapefruit, citrus, ora... | 22mentions ofcitrusnotes; lychee, tropical, bubbl... | 22mentions oftropicalnotes; strawberry, watermelon,... | 21mentions ofred fruitnotes; stone, honey, minerals | 15mentions ofearthynotes; elderflower, lavender, ... | 7mentions offloralnotes; butter, vanilla, toaste... | 5mentions ofoakynotes; grass, straw | 3mentions ofvegetalnotes; cream, banana | 2mentions ofyeastynotes; cinnamon | 1mentions ofspicesnotes; jam | 1mentions ofblack fruitnotes","Beef, Veal, Poultry, Game","peach, white peach, sto... | 40mentions oftree fruitnotes; grapefruit, citrus, ora... | 22mentions ofcitrusnotes; lychee, tropical, bubbl... | 22mentions oftropicalnotes; strawberry, watermelon,... | 21mentions ofred fruitnotes; stone, honey, minerals | 15mentions ofearthynotes; elderflower, lavender, ... | 7mentions offloralnotes; butter, vanilla, toaste... | 5mentions ofoakynotes; grass, straw | 3mentions ofvegetalnotes; cream, banana | 2mentions ofyeastynotes; cinnamon | 1mentions ofspicesnotes; jam | 1mentions ofblack fruitnotes"
"14.0","Charles Bove","Méthode Traditionnelle","Unknown Vintage","France","Val de Loire","Sparkling wine","Blend","Chardonnay, Chenin Blanc","4.1","393","18.89","20.0","","","20.0","No Description Available","pear, apricot, apple | 43 mentions oftree fruitnotes; yeast, cream, yogurt | 18 mentions ofyeastynotes; strawberry, raspberry, ... | 16 mentions ofred fruitnotes; toast, brioche, almond | 12 mentions ofageingnotes; citrus, lime, lemon | 11 mentions ofcitrusnotes; honey, mushroom, minera... | 6 mentions ofearthynotes; mango, pineapple, tropi... | 5 mentions oftropicalnotes; butter, vanilla, cedar | 3 mentions ofoakynotes; gooseberry, hay, rhubar... | 3 mentions ofvegetalnotes; savory, cinnamon, lemon... | 3 mentions ofspicesnotes; honeysuckle | 1 mentions offloralnotes; dried fruit | 1 mentions ofdried fruitnotes","Beef, Veal, Poultry, Game","pear, apricot, apple | 43 mentions oftree fruitnotes; yeast, cream, yogurt | 18 mentions ofyeastynotes; strawberry, raspberry, ... | 16 mentions ofred fruitnotes; toast, brioche, almond | 12 mentions ofageingnotes; citrus, lime, lemon | 11 mentions ofcitrusnotes; honey, mushroom, minera... | 6 mentions ofearthynotes; mango, pineapple, tropi... | 5 mentions oftropicalnotes; butter, vanilla, cedar | 3 mentions ofoakynotes; gooseberry, hay, rhubar... | 3 mentions ofvegetalnotes; savory, cinnamon, lemon... | 3 mentions ofspicesnotes; honeysuckle | 1 mentions offloralnotes; dried fruit | 1 mentions ofdried fruitnotes"
"14.0","Simonet","Cuvée Réservée Sparkling Rosé Sec","Unknown Vintage","France","Vin de France","Sparkling wine","Blend","Shiraz/Syrah, Grenache","4.0","27","15.58","20.0","","","20.0","No Description Available","No Flavor Notes","Beef, Veal, Poultry, Game","No Wine Tastes"
"12.0","Lucien Albrecht","Cremant d'Alsace Brut","Unknown Vintage","France","Crémant d'Alsace","Sparkling wine","Blend","Pinot Gris, Pinot Noir, Riesling, Pinot Blanc","3.9","2755","18.99","20.0","","","20.0","No Description Available","apple, pear, green appl... | 312 mentions oftree fruitnotes; citrus, lemon, grapefru... | 171 mentions ofcitrusnotes; cream, yeast, cheese | 125 mentions ofyeastynotes; brioche, toast, almond | 81 mentions ofageingnotes; minerals, honey, stone | 80 mentions ofearthynotes; strawberry, cherry, ras... | 34 mentions ofred fruitnotes; butter, vanilla, carame... | 23 mentions ofoakynotes; honeysuckle, jasmine, o... | 18 mentions offloralnotes; straw, bitter almond | 17 mentions ofvegetalnotes; tropical, pineapple, gu... | 12 mentions oftropicalnotes; savory, cinnamon, mint | 4 mentions ofspicesnotes; raisin, fig | 2 mentions ofdried fruitnotes","Beef, Veal, Poultry, Game","apple, pear, green appl... | 312 mentions oftree fruitnotes; citrus, lemon, grapefru... | 171 mentions ofcitrusnotes; cream, yeast, cheese | 125 mentions ofyeastynotes; brioche, toast, almond | 81 mentions ofageingnotes; minerals, honey, stone | 80 mentions ofearthynotes; strawberry, cherry, ras... | 34 mentions ofred fruitnotes; butter, vanilla, carame... | 23 mentions ofoakynotes; honeysuckle, jasmine, o... | 18 mentions offloralnotes; straw, bitter almond | 17 mentions ofvegetalnotes; tropical, pineapple, gu... | 12 mentions oftropicalnotes; savory, cinnamon, mint | 4 mentions ofspicesnotes; raisin, fig | 2 mentions ofdried fruitnotes"
"14.0","Mary Taylor","Pascal Biotteau Anjou Blanc","2023","France","Anjou","White wine","Chenin Blanc","Chenin Blanc","4.2","109","19.26","20.0","","20.0","20.0","No Description Available","pear, apple, apricot | 295mentions oftree fruitnotes; honey, minerals, stone | 230mentions ofearthynotes; citrus, lemon, grapefru... | 112mentions ofcitrusnotes; cream, cheese, banana | 36mentions ofyeastynotes; tropical, pineapple, ly... | 33mentions oftropicalnotes; oak, butter, vanilla | 29mentions ofoakynotes; straw, hay, grass | 22mentions ofvegetalnotes; honeysuckle, chamomile,... | 14mentions offloralnotes; mint, savory, pepper | 11mentions ofspicesnotes; almond, hazelnut, biscu... | 5mentions ofageingnotes; golden raisin, fig | 2mentions ofdried fruitnotes; cherry | 2mentions ofred fruitnotes","Beef, Veal, Poultry, Game","pear, apple, apricot | 295mentions oftree fruitnotes; honey, minerals, stone | 230mentions ofearthynotes; citrus, lemon, grapefru... | 112mentions ofcitrusnotes; cream, cheese, banana | 36mentions ofyeastynotes; tropical, pineapple, ly... | 33mentions oftropicalnotes; oak, butter, vanilla | 29mentions ofoakynotes; straw, hay, grass | 22mentions ofvegetalnotes; honeysuckle, chamomile,... | 14mentions offloralnotes; mint, savory, pepper | 11mentions ofspicesnotes; almond, hazelnut, biscu... | 5mentions ofageingnotes; golden raisin, fig | 2mentions ofdried fruitnotes; cherry | 2mentions ofred fruitnotes"
"14.0","Château Nicot","Entre-deux-Mers","2023","France","Entre-deux-Mers","White wine","Blend","Sauvignon Blanc, Sémillon, Muscadelle","4.1","27","16.88","20.0","","20.0","20.0","No Description Available","citrus, grapefruit, lim... | 43mentions ofcitrusnotes; green apple, peach, app... | 25mentions oftree fruitnotes; grass, asparagus, goose... | 18mentions ofvegetalnotes; honey, stone, minerals | 14mentions ofearthynotes; cream, cheese, cheesy | 7mentions ofyeastynotes; pineapple, lychee, pass... | 7mentions oftropicalnotes; vanilla, oak | 3mentions ofoakynotes; honeysuckle, perfume | 3mentions offloralnotes; green herbs, tarragon | 2mentions ofspicesnotes; almond | 1mentions ofageingnotes","Beef, Veal, Poultry, Game","citrus, grapefruit, lim... | 43mentions ofcitrusnotes; green apple, peach, app... | 25mentions oftree fruitnotes; grass, asparagus, goose... | 18mentions ofvegetalnotes; honey, stone, minerals | 14mentions ofearthynotes; cream, cheese, cheesy | 7mentions ofyeastynotes; pineapple, lychee, pass... | 7mentions oftropicalnotes; vanilla, oak | 3mentions ofoakynotes; honeysuckle, perfume | 3mentions offloralnotes; green herbs, tarragon | 2mentions ofspicesnotes; almond | 1mentions ofageingnotes"
